,product_id,count
15021,67667,25
37831,4275145,25
17633,73826,25
18033,74711,25
10526,54797,25
86224,7414866,25
20860,81265,25
56878,6607632,25
26154,99620,25
9171,38824,25
69932,7015540,25
70703,7029408,25
73855,7042702,25
48448,5469387,25
84519,7387418,25
45717,5073875,25
44251,5062532,25
70033,7015701,25
26162,99649,25
29043,201857,25
74012,7042911,25
18651,75972,25
29034,201845,25
20831,81183,25
84909,7392865,25
67003,6804815,25
58918,6692293,25
86117,7414730,25
64253,6769955,25
85406,7396842,25
74228,7043244,25
57437,6640711,25
30387,2834819,25
15249,68482,25
85274,7394350,25
9214,38915,25
48707,5469780,25
46065,5074595,25
64330,6770048,25
58744,6692106,25
89948,9266360,25
74472,7043591,25
89587,9222914,25
16994,72327,25
29426,2589304,25
48358,5469164,25
74743,7043966,25
48356,5469161,25
70829,7029581,25
58832,6692198,25
49107,5471376,25
70862,7029625,25
64542,6770287,25
64545,6770291,25
85322,7394815,25
85293,7394382,25
66650,6804201,25
54536,6003494,25
64563,6770309,25
20904,81383,25
17687,73955,25
15389,68928,25
74027,7042933,25
18476,75623,25
12298,60302,25
275,947,25
85637,7406264,25
54403,5993839,25
20886,81330,25
45729,5073895,25
85169,7393924,25
25848,97589,25
11774,59101,25
41198,5046025,25
57407,6640654,25
66992,6804800,25
83869,7365619,25
18731,76113,25
54312,5797610,25
38285,4275972,25
24356,91517,25
23843,89729,25
56028,6375285,25
46096,5074671,25
48517,5469486,25
59282,6692761,25
56788,6606669,25
29800,2833862,25
67014,6804839,25
29685,2833668,25
46126,5074733,25
66564,6804068,25
42068,5047335,25
9167,38817,25
70137,7015869,25
37916,4275373,25
83547,7357442,25
70100,7015825,25
44389,5062716,25
70713,7029418,25
25869,97658,25
16586,71576,25
74495,7043617,25
24598,92479,25
54114,5659285,25
29277,1507354,25
46430,5075448,25
84611,7391323,25
18541,75764,25
66371,6803733,25
26120,99386,25
84649,7391840,25
89362,9139990,25
44387,5062714,25
26834,102122,25
64081,6768146,25
18534,75750,25
24443,91801,25
44726,5063317,25
58952,6692331,25
29775,2833820,24
20892,81344,24
45109,5072682,24
15067,67799,24
66023,6784862,24
81585,7326852,24
31612,3061434,24
31597,3061051,24
76049,7054782,24
31587,3061039,24
67276,6805240,24
49949,5477098,24
32167,3084262,24
91543,10527066,24
13879,64734,24
31523,3058697,24
799,4450,24
60314,6695222,24
55532,6351858,24
37685,4274876,24
23365,88696,24
86687,7454643,24
62685,6744879,24
66481,6803957,24
6012,23523,24
17563,73656,24
80797,7324366,24
58420,6691675,24
35228,3827457,24
50781,5478266,24
67524,6818456,24
31570,3060629,24
65753,6784489,24
35358,3835455,24
57717,6678021,24
13878,64733,24
68772,7000395,24
27415,103962,24
85188,7393969,24
74456,7043573,24
34678,3819351,24
25128,94388,24
76168,7055022,24
63212,6748734,24
45456,5073426,24
53961,5657767,24
18439,75540,24
79984,7107355,24
88784,8160040,24
19925,78953,24
8186,35729,24
41764,5046843,24
21496,83731,24
3064,12563,24
38827,4276977,24
77727,7062401,24
21820,84515,24
84600,7391294,24
39045,4277351,24
56342,6390759,24
48856,5470698,24
40398,5044784,24
17681,73946,24
38794,4276915,24
90339,9340798,24
34650,3819199,24
39954,4831189,24
51864,5482460,24
19999,79139,24
63891,6750127,24
64312,6770028,24
65575,6784235,24
53959,5657765,24
35906,3859923,24
51874,5482498,24
88833,9122100,24
43561,5061177,24
12690,61249,24
39966,4831210,24
27615,104755,24
26107,99348,24
40439,5044853,24
63253,6748780,24
75863,7054419,24
77261,7061099,24
71320,7030431,24
12006,59767,24
75672,7054129,24
22816,87680,24
88908,9122218,24
66469,6803936,24
77259,7061096,24
71823,7031232,24
79804,7107003,24
54115,5659286,24
60047,6694877,24
45473,5073455,24
63823,6750012,24
57206,6636335,24
65289,6771254,24
36121,3862754,24
33174,3569882,24
29072,201918,24
47601,5215448,24
80900,7324905,24
2324,9182,24
36163,3863099,24
86969,7466832,24
8462,36729,24
82052,7339501,24
68143,6827052,24
36187,3863481,24
47592,5215437,24
64554,6770300,24
58827,6692193,24
23950,90004,24
21927,85206,24
41332,5046247,24
67097,6804960,24
58464,6691738,24
45948,5074378,24
63293,6748828,24
5158,18916,24
3346,13542,24
35290,3830259,24
3044,12536,24
63289,6748823,24
40511,5044964,24
84119,7365995,24
51752,5482166,24
64050,6768112,24
12956,62190,24
31500,3058665,24
15956,70267,24
27013,102673,24
38746,4276832,24
88873,9122163,24
57858,6685902,24
56404,6565186,24
85215,7394018,24
65265,6771226,24
10388,52879,24
31502,3058668,24
75817,7054343,24
65262,6771223,24
88763,8029197,24
6028,23853,24
6027,23849,24
24290,91210,24
90712,9371812,24
55809,6371129,24
24289,91203,24
81752,7329014,24
72867,7033823,24
70652,7029347,24
63270,6748799,24
12973,62264,24
51756,5482177,24
53881,5657652,24
84122,7365998,24
50392,5477753,24
44260,5062547,24
39119,4277489,24
23373,88712,24
89583,9222907,24
35321,3833454,24
61738,6698321,24
21509,83761,24
60153,6695010,24
67514,6818446,24
20142,79546,24
58319,6691555,24
45815,5074124,24
565,2060,24
25150,94494,24
79874,7107170,24
87285,7469461,24
32458,3302738,24
54289,5797562,24
47963,5216630,24
61412,6697524,24
24196,90755,24
35664,3855474,24
25894,97760,24
60791,6695910,24
69738,7013663,24
48456,5469401,24
57904,6685957,24
17790,74167,24
19380,77248,24
65857,6784621,24
54020,5657848,24
47083,5209681,24
80280,7107959,24
84540,7387480,24
32671,3497479,24
10124,50533,24
35628,3855057,24
32664,3497471,24
32021,3076638,24
38998,4277273,24
60880,6696141,24
57786,6678210,24
32709,3497533,24
71940,7032131,24
42192,5047512,24
66592,6804114,24
16568,71545,24
24892,93795,24
38947,4277192,24
60718,6695788,24
59077,6692493,24
84486,7386428,24
60720,6695790,24
20034,79242,24
38972,4277225,24
58688,6692039,24
81258,7325823,24
28441,199626,24
91151,9960842,24
76614,7056001,24
81256,7325810,24
57780,6678201,24
66794,6804544,24
67587,6818537,24
35674,3855862,24
29630,2833567,24
77496,7062020,24
54636,6003677,24
88366,8025325,24
71712,7031072,24
20798,81097,24
24571,92358,24
84869,7392764,24
50530,5477945,24
32148,3084237,24
40237,5044480,24
56580,6593314,24
68041,6826872,24
68656,6999971,24
61364,6697471,24
41339,5046268,24
48918,5470878,24
37545,4241875,24
14143,65427,24
46221,5074947,24
56879,6607634,24
61348,6697455,24
68444,6827711,24
84822,7392629,24
29814,2833881,24
80377,7108410,24
61380,6697487,24
47066,5209621,24
66574,6804084,24
67733,6824147,24
40286,5044574,24
6605,25599,24
24921,93851,24
29042,201856,24
40269,5044520,24
40266,5044515,24
60956,6696771,24
73070,7034241,24
86105,7414716,24
60995,6696824,24
61077,6696969,24
48936,5470902,24
29642,2833588,24
18612,75909,24
61074,6696966,24
39013,4277291,24
89418,9140118,24
2507,9715,24
23177,88359,24
64140,6768232,24
58367,6691617,24
24210,90806,24
60704,6695771,24
65235,6771185,24
34787,3819604,24
47822,5216005,24
81400,7326179,24
58963,6692343,24
42590,5051160,24
42639,5051220,24
11764,59078,24
65945,6784752,24
68202,6827185,24
73276,7034774,24
64282,6769997,24
55632,6352045,24
67552,6818492,24
35409,3839054,24
68061,6826901,24
21478,83679,24
18699,76052,24
72960,7034037,24
37299,4203263,24
25910,97920,24
31759,3065036,24
27459,104105,24
27456,104101,24
67546,6818485,24
39987,4831251,24
44754,5063375,24
60488,6695479,24
8153,31379,24
69358,7008281,24
65969,6784780,24
84821,7392628,24
21810,84505,24
50025,5477214,24
50029,5477218,24
40203,5044397,24
77653,7062257,24
31726,3064240,24
69237,7008026,24
54978,6004232,24
74370,7043469,24
90672,9371747,24
47144,5210951,24
40004,4831287,24
18709,76075,24
84801,7392489,24
29945,2834087,24
28175,198569,24
45926,5074349,24
54559,6003538,24
58679,6692021,24
68296,6827356,24
32811,3533473,24
71497,7030776,24
42093,5047374,24
25386,95772,24
28192,198598,24
80473,7323121,24
9839,47560,24
65909,6784688,24
81284,7325887,24
10573,55107,24
27497,104283,24
50314,5477632,24
32500,3333084,24
55675,6352144,24
67569,6818510,24
67697,6824065,24
42994,5060425,24
60628,6695664,24
18683,76030,24
58265,6691492,24
67813,6824501,24
84587,7391261,24
81359,7326084,24
40217,5044424,24
38175,4275794,24
80506,7323192,24
63146,6748618,24
29092,201951,24
15115,67998,24
16311,71043,24
68773,7000396,24
84472,7386388,24
80089,7107543,24
43895,5061690,24
84560,7390422,24
24860,93732,24
54246,5797497,24
55567,6351905,24
34871,3819764,24
87168,7468296,24
6218,24698,24
67500,6818432,24
3687,14358,24
16692,71778,24
42752,5051418,24
78715,7072062,24
15824,70004,24
44084,5062222,24
68007,6826793,24
59643,6693180,24
53544,5630702,24
36506,3868667,24
33418,3585873,24
59647,6693186,24
54700,6003786,24
359,1297,24
62004,6742995,24
29344,1946431,24
49575,5476138,24
66313,6803590,24
59661,6693200,24
62003,6742994,24
69509,7008612,24
82583,7342287,24
62365,6743853,24
36777,4033808,24
62014,6743023,24
55461,6210809,24
70515,7016878,24
10358,52650,24
63482,6749073,24
15330,68748,24
62457,6744434,24
3515,13951,24
30325,2834682,24
41071,5045829,24
71151,7030100,24
11870,59378,24
41803,5046912,24
15893,70148,24
82613,7342412,24
64398,6770121,24
4746,17509,24
51388,5481320,24
58033,6691190,24
4245,15745,24
45161,5072812,24
19112,76808,24
83158,7356338,24
87412,7472174,24
59741,6693294,24
78369,7067197,24
58008,6691159,24
17985,74637,24
33703,3607481,24
37895,4275340,24
25959,98205,24
23510,89003,24
83216,7356528,24
17739,74052,24
68469,6827741,24
20212,79673,24
748,2611,24
85368,7396475,24
90257,9340305,24
79595,7106625,24
18842,76336,24
22124,85802,24
69558,7008694,24
57045,6620934,24
30994,3040639,24
78377,7067223,24
28694,201109,24
51588,5481851,24
62497,6744511,24
15284,68601,24
79542,7106523,24
21074,81735,24
45731,5073903,24
16831,72048,24
38422,4276194,24
86523,7450736,24
22692,87355,24
58010,6691164,24
29354,1955231,24
58117,6691301,24
48126,5217188,24
86199,7414832,24
18350,75338,24
43996,5062033,24
22260,86211,24
55457,6210800,24
37836,4275154,24
22530,86896,24
21121,81831,24
73856,7042703,24
85410,7396870,24
49466,5474533,24
89071,9134699,24
20288,79862,24
30822,3031046,24
6160,24603,24
68328,6827393,24
57014,6620883,24
48541,5469523,24
89752,9254829,24
49418,5474327,24
87446,7472491,24
89055,9130923,24
37871,4275295,24
30380,2834797,24
44606,5063093,24
53473,5630532,24
25297,95513,24
68572,6999846,24
71091,7029985,24
24414,91707,24
43839,5061586,24
82780,7342742,24
34024,3818204,24
75148,7048215,24
82761,7342713,24
79269,7105907,24
21159,81923,24
23602,89180,24
49458,5474493,24
44105,5062252,24
57612,6641561,24
79235,7105836,24
68920,7000693,24
13511,63918,24
9578,45348,24
45245,5073035,24
83721,7364918,24
65442,6784048,24
4058,15247,24
30913,3034661,24
51180,5479442,24
30682,2835306,24
72466,7032911,24
36741,4033754,24
49398,5474247,24
26481,100656,24
44426,5062781,24
2947,12244,24
30383,2834803,24
20585,80554,24
38324,4276031,24
28737,201197,24
59544,6693064,24
15881,70125,24
70350,7016236,24
16879,72131,24
41442,5046437,24
39547,4593002,24
73625,7036217,24
17296,72997,24
30683,2835307,24
30852,3031089,24
89807,9260506,24
62418,6744388,24
25236,95330,24
63602,6749431,24
23619,89209,24
17899,74438,24
28740,201203,24
43331,5060872,24
62428,6744398,24
45238,5073021,24
56248,6390527,24
51168,5479422,24
49499,5474642,24
4710,17398,24
38326,4276033,24
27975,196449,24
18550,75784,24
75187,7048283,24
27070,102823,24
73882,7042738,24
44876,5071933,24
72409,7032794,24
22767,87564,24
22773,87577,24
67373,6818057,24
59934,6694717,24
34409,3818762,24
79097,7105472,24
18047,74733,24
56469,6565275,24
72719,7033455,24
31170,3045834,24
87827,8016782,24
21006,81553,24
83338,7356886,24
13003,62366,24
63374,6748920,24
85333,7395203,24
59220,6692694,24
47383,5215091,24
26433,100513,24
49104,5471355,24
85519,7397092,24
31137,3043839,24
63673,6749519,24
74986,7047922,24
18149,74964,24
47235,5214855,24
74982,7047918,24
36308,3864656,24
78272,7065246,24
27253,103402,24
66100,6784981,24
10839,57220,24
28083,198081,24
51261,5479826,24
70632,7029322,24
83984,7365754,24
83405,7357053,24
58771,6692133,24
22422,86639,24
70981,7029821,24
79709,7106843,24
14568,66935,24
82140,7339674,24
3668,14313,24
44080,5062217,24
64431,6770159,24
40556,5045022,24
2315,9120,24
38640,4276590,24
56720,6606502,24
42923,5060325,24
4903,17854,24
56954,6620750,24
68457,6827725,24
71242,7030253,24
43664,5061347,24
10251,51381,24
20166,79595,24
55863,6371210,24
83344,7356899,24
67165,6805056,24
45855,5074220,24
78873,7103909,24
82184,7339749,24
31189,3046640,24
45286,5073105,24
41674,5046722,24
40588,5045071,24
39629,4593119,24
11509,58267,24
16095,70567,24
20515,80404,24
41871,5047003,24
39798,4593454,24
24497,92033,24
48588,5469587,24
21002,81546,24
37945,4275414,24
73405,7034979,24
49769,5476847,24
33714,3607878,24
90180,9339747,24
59366,6692865,24
19138,76850,24
23501,88985,24
58169,6691379,24
69051,7004057,24
91830,13350328,24
38601,4276525,24
56454,6565239,24
75347,7048630,24
22719,87452,24
22717,87444,24
27891,106163,24
42341,5050842,24
22714,87411,24
11826,59232,24
57092,6620995,24
12434,60617,24
16997,72333,24
10687,56975,24
67889,6824591,24
16996,72332,24
3012,12453,24
83877,7365633,24
34427,3818784,24
45146,5072787,24
66952,6804754,24
23680,89348,24
11077,57576,24
39406,4592574,24
74993,7047938,24
87388,7471695,24
83901,7365668,24
54901,6004151,24
157,545,24
21281,82207,24
86544,7450772,24
42059,5047320,24
20204,79657,24
31123,3043463,24
75001,7047960,24
87332,7470336,24
72667,7033338,24
43241,5060727,24
30204,2834524,24
6995,26488,24
42809,5051516,23
64202,6768303,23
17259,72896,23
62390,6744354,23
32410,3302655,23
80332,7108081,23
18624,75927,23
43059,5060507,23
27887,106156,23
13237,63179,23
78942,7104295,23
13247,63218,23
14179,65565,23
78950,7104313,23
84875,7392789,23
26380,100349,23
9404,44247,23
14106,65300,23
47337,5215024,23
37935,4275401,23
19700,78506,23
24976,93966,23
64391,6770114,23
70281,7016112,23
62389,6744353,23
72472,7032932,23
68551,6827913,23
27670,105098,23
65771,6784514,23
58088,6691261,23
39188,4277604,23
45883,5074264,23
68655,6999970,23
80404,7108797,23
25827,97533,23
26367,100312,23
25259,95410,23
564,2059,23
596,2142,23
35136,3824660,23
35204,3825862,23
7764,29777,23
26837,102143,23
62272,6743607,23
58278,6691509,23
77446,7061940,23
69508,7008611,23
39663,4593171,23
32511,3365705,23
80538,7323298,23
70098,7015823,23
62271,6743606,23
54472,5997184,23
61385,6697492,23
48840,5470643,23
80504,7323189,23
25004,94013,23
79154,7105623,23
39576,4593042,23
56180,6388103,23
87515,7724777,23
85478,7397016,23
35161,3824691,23
80480,7323133,23
33909,3817994,23
35184,3825069,23
80510,7323205,23
15464,69144,23
52225,5488901,23
79138,7105581,23
47378,5215082,23
10313,52447,23
45197,5072961,23
43051,5060497,23
55639,6352052,23
85554,7397207,23
39624,4593114,23
47460,5215241,23
13329,63545,23
2543,9795,23
58127,6691318,23
25025,94048,23
1844,7803,23
26494,100703,23
35242,3828657,23
88422,8026881,23
87039,7467017,23
33997,3818157,23
44330,5062650,23
29661,2833624,23
89404,9140103,23
61365,6697472,23
274,946,23
62368,6743856,23
56078,6375449,23
72455,7032899,23
64090,6768164,23
66665,6804243,23
72416,7032805,23
62374,6744336,23
39169,4277572,23
13260,63248,23
79089,7105437,23
39689,4593211,23
40117,5044236,23
58945,6692324,23
35172,3825055,23
57901,6685954,23
90734,9371843,23
29305,1521355,23
77999,7063317,23
19838,78775,23
79930,7107264,23
4168,15571,23
51645,5481940,23
19842,78780,23
74244,7043276,23
89741,9254813,23
72070,7032286,23
65258,6771219,23
43874,5061661,23
85189,7393970,23
78025,7064165,23
79939,7107278,23
46095,5074667,23
33297,3573474,23
29150,202109,23
22861,87837,23
78277,7065253,23
79912,7107239,23
20531,80435,23
25178,94646,23
79910,7107237,23
20523,80418,23
62668,6744834,23
25195,94759,23
34290,3818609,23
16782,71961,23
42148,5047459,23
58166,6691375,23
18598,75884,23
69661,7008843,23
43555,5061171,23
15380,68887,23
47650,5215526,23
87216,7468794,23
72648,7033317,23
79577,7106588,23
50746,5478230,23
79589,7106619,23
57439,6640713,23
69437,7008442,23
47175,5211174,23
3294,13463,23
13644,64127,23
47268,5214899,23
42907,5060302,23
77951,7063122,23
26414,100452,23
42909,5060304,23
34640,3819176,23
56116,6388000,23
85701,7407535,23
48718,5469807,23
89734,9254802,23
61892,6742829,23
22809,87658,23
50865,5478358,23
11310,57935,23
91064,9959319,23
24347,91467,23
62637,6744788,23
61855,6698658,23
22819,87691,23
90739,9371848,23
37772,4275020,23
22776,87582,23
19626,78193,23
91074,9959347,23
69388,7008349,23
78202,7065112,23
56415,6565198,23
62591,6744710,23
16561,71529,23
87326,7470326,23
70380,7016294,23
27759,105566,23
33223,3570674,23
47230,5214836,23
39327,4592349,23
42929,5060341,23
24314,91341,23
72841,7033786,23
87362,7471149,23
39875,4830987,23
79896,7107212,23
44687,5063253,23
45114,5072689,23
7665,29585,23
62557,6744624,23
4939,18042,23
70645,7029338,23
65271,6771234,23
47622,5215480,23
72720,7033456,23
39805,4830877,23
70305,7016142,23
61734,6698311,23
79692,7106820,23
78237,7065197,23
20679,80789,23
68925,7000702,23
61740,6698329,23
21886,85007,23
78129,7064942,23
78131,7064949,23
48704,5469775,23
42935,5060347,23
51907,5482923,23
87950,8017342,23
50717,5478187,23
62090,6743188,23
84949,7393067,23
70093,7015815,23
55580,6351919,23
13186,63008,23
24207,90798,23
5934,22937,23
89750,9254827,23
62415,6744385,23
74202,7043195,23
5917,22598,23
25083,94171,23
61486,6697703,23
40020,4831315,23
37841,4275174,23
85010,7393366,23
28193,198599,23
47692,5215629,23
22623,87159,23
26534,100823,23
44320,5062630,23
48782,5469954,23
67562,6818503,23
5318,19966,23
41443,5046438,23
70095,7015820,23
24399,91681,23
89804,9260437,23
11973,59654,23
54440,5997139,23
84914,7392879,23
47335,5215022,23
80250,7107910,23
57911,6685966,23
79280,7105944,23
85429,7396894,23
17908,74459,23
77523,7062051,23
19511,77676,23
70287,7016119,23
64242,6769943,23
91162,9961016,23
73029,7034153,23
13212,63091,23
56367,6390794,23
78613,7071637,23
78601,7071622,23
20634,80635,23
85411,7396871,23
24410,91693,23
87127,7467364,23
90956,9374439,23
91028,9959231,23
50640,5478091,23
19927,78962,23
62734,6744969,23
13112,62714,23
28006,196884,23
72621,7033260,23
28164,198545,23
48647,5469674,23
39253,4277727,23
85904,7408989,23
47667,5215576,23
15430,69042,23
62479,6744463,23
44169,5062381,23
68956,7000789,23
34116,3818351,23
5535,20746,23
22211,86050,23
65502,6784125,23
74220,7043236,23
45094,5072618,23
42649,5051230,23
62490,6744482,23
33405,3585076,23
27702,105357,23
58165,6691374,23
22179,85926,23
78459,7070496,23
69678,7013145,23
33437,3586274,23
80045,7107467,23
57451,6640728,23
41356,5046291,23
27988,196851,23
72563,7033127,23
54247,5797498,23
79423,7106143,23
72239,7032505,23
70381,7016295,23
34855,3819740,23
13143,62827,23
61534,6697810,23
62438,6744410,23
77589,7062142,23
292,1032,23
65212,6771158,23
74096,7043038,23
51957,5483052,23
69680,7013152,23
62054,6743103,23
87175,7468520,23
42778,5051470,23
72609,7033233,23
65230,6771180,23
16591,71595,23
39615,4593105,23
6733,25879,23
8928,38270,23
66483,6803960,23
73329,7034834,23
47400,5215120,23
30333,2834694,23
56296,6390621,23
76024,7054736,23
8282,36224,23
17996,74648,23
31573,3060632,23
48369,5469192,23
66768,6804486,23
57624,6641586,23
3587,14143,23
81539,7326656,23
76107,7054888,23
71123,7030043,23
86223,7414865,23
68874,7000569,23
30355,2834730,23
14413,66498,23
67094,6804957,23
8260,36169,23
30888,3034633,23
67093,6804953,23
86712,7454795,23
49029,5471028,23
7224,27443,23
60328,6695238,23
71125,7030045,23
49973,5477143,23
26801,101972,23
59580,6693112,23
31486,3058633,23
1405,6653,23
70810,7029558,23
67139,6805026,23
36563,4033463,23
60214,6695083,23
63256,6748783,23
60222,6695096,23
68324,6827387,23
86508,7450703,23
31497,3058660,23
86674,7451820,23
35999,3861453,23
59574,6693106,23
58567,6691893,23
42489,5051029,23
75834,7054368,23
75198,7048299,23
30901,3034646,23
9237,39484,23
46762,5076101,23
31522,3058696,23
69223,7004566,23
48007,5216859,23
63515,6749148,23
10484,54463,23
14994,67612,23
60431,6695389,23
81372,7326103,23
53429,5629976,23
27072,102825,23
49007,5471000,23
60523,6695531,23
67137,6805024,23
24004,90144,23
50039,5477229,23
76252,7055234,23
54981,6004235,23
873,4691,23
37283,4203226,23
26994,102596,23
23583,89140,23
41556,5046586,23
20884,81328,23
20078,79369,23
56609,6593415,23
43324,5060864,23
71092,7029986,23
81385,7326129,23
70224,7016009,23
1469,6831,23
42366,5050886,23
71076,7029965,23
76339,7055416,23
68001,6826787,23
73861,7042711,23
70919,7029711,23
16766,71912,23
31075,3042635,23
90118,9339289,23
49456,5474487,23
6724,25860,23
84425,7386252,23
48372,5469195,23
48176,5217328,23
30847,3031078,23
57021,6620901,23
31690,3063060,23
14393,66393,23
59272,6692751,23
5256,19411,23
49999,5477179,23
60465,6695444,23
89059,9132461,23
11591,58682,23
17497,73498,23
73300,7034801,23
36969,4141716,23
59275,6692754,23
81462,7326454,23
30371,2834762,23
82752,7342699,23
30813,3031035,23
63587,6749401,23
24815,93585,23
46823,5076247,23
19317,77131,23
76233,7055175,23
59581,6693113,23
71144,7030090,23
84220,7368651,23
14610,66994,23
14747,67191,23
36416,3866259,23
55862,6371209,23
28671,201068,23
48119,5217173,23
74676,7043863,23
53828,5657560,23
46001,5074492,23
31204,3047044,23
91773,13344507,23
64591,6770340,23
37072,4141978,23
16122,70653,23
56010,6375251,23
86530,7450743,23
58501,6691789,23
41085,5045854,23
55853,6371197,23
7026,26654,23
5167,18976,23
82526,7341698,23
31260,3048674,23
82118,7339636,23
63433,6749009,23
15660,69674,23
48059,5217047,23
88945,9127312,23
75405,7048708,23
42412,5050936,23
8879,38180,23
36293,3864269,23
59239,6692715,23
53806,5657525,23
83875,7365625,23
21264,82177,23
57658,6677940,23
46645,5075877,23
45727,5073893,23
66129,6785040,23
16629,71678,23
63409,6748969,23
63403,6748963,23
89248,9139739,23
66130,6785041,23
75372,7048664,23
70184,7015950,23
27239,103368,23
41102,5045893,23
26784,101900,23
31138,3043841,23
71232,7030234,23
23861,89781,23
37131,4142175,23
38592,4276508,23
58512,6691806,23
86578,7451037,23
31065,3042273,23
66114,6785008,23
75514,7048888,23
88942,9127306,23
49755,5476816,23
31010,3041036,23
36113,3862745,23
81999,7339404,23
59644,6693182,23
54921,6004173,23
30309,2834666,23
49561,5476092,23
75737,7054220,23
15613,69544,23
68490,6827767,23
60125,6694970,23
74635,7043812,23
14181,65567,23
66471,6803940,23
68323,6827383,23
3606,14174,23
31455,3055032,23
69785,7014239,23
16152,70728,23
81888,7329897,23
20905,81384,23
49861,5476975,23
83837,7365574,23
44429,5062784,23
53906,5657681,23
63837,6750033,23
58446,6691713,23
36046,3862661,23
82000,7339405,23
48359,5469165,23
60081,6694917,23
43215,5060699,23
46615,5075833,23
43265,5060766,23
82081,7339552,23
74748,7043973,23
2858,11950,23
28621,200941,23
74750,7043975,23
49777,5476866,23
86519,7450732,23
53862,5657616,23
75583,7049022,23
63299,6748836,23
26684,101458,23
49169,5471558,23
64548,6770294,23
88912,9122225,23
23400,88767,23
25796,97336,23
71305,7030412,23
75675,7054132,23
57419,6640682,23
86629,7451360,23
56197,6388154,23
1366,6533,23
44024,5062096,23
60073,6694907,23
38348,4276068,23
38233,4275885,23
44358,5062679,23
83179,7356433,23
30589,2835163,23
1574,7300,23
42349,5050866,23
14292,66026,23
48935,5470901,23
84505,7387367,23
59028,6692426,23
28404,199566,23
64695,6770473,23
66536,6804031,23
76968,7057717,23
26807,102002,23
91726,13231223,23
53560,5630742,23
35415,3839457,23
70931,7029729,23
7152,27325,23
30575,2835142,23
42348,5050865,23
32246,3085828,23
42553,5051113,23
32239,3084349,23
59067,6692482,23
49306,5473771,23
68860,7000548,23
43984,5061935,23
81232,7325645,23
71542,7030835,23
18873,76382,23
69737,7013662,23
28434,199617,23
86114,7414727,23
69271,7008091,23
14925,67493,23
43112,5060577,23
86880,7466403,23
32007,3076245,23
70528,7016899,23
83633,7357676,23
83635,7357678,23
3248,13339,23
66689,6804334,23
60908,6696202,23
63080,6748208,23
37405,4203464,23
63000,6748083,23
68589,6999875,23
66335,6803629,23
16523,71470,23
18311,75268,23
59349,6692846,23
18904,76420,23
44731,5063331,23
71000,7029854,23
63669,6749514,23
64688,6770464,23
73850,7042697,23
50313,5477631,23
38176,4275795,23
2788,10734,23
35505,3847062,23
32169,3084264,23
28400,199561,23
70588,7029263,23
65003,6770895,23
89187,9139595,23
61066,6696957,23
35495,3846257,23
18216,75091,23
42559,5051122,23
46957,5209388,23
71008,7029868,23
40226,5044465,23
990,5102,23
83692,7364571,23
32162,3084256,23
32208,3084305,23
31830,3067834,23
45407,5073317,23
61134,6697071,23
69000,7000886,23
29792,2833853,23
64030,6768086,23
58344,6691591,23
64007,6768061,23
32144,3084231,23
83269,7356683,23
39018,4277297,23
59049,6692455,23
61012,6696851,23
57847,6685890,23
71017,7029881,23
45747,5073938,23
32209,3084306,23
49235,5473442,23
74503,7043641,23
47851,5216138,23
15990,70357,23
7925,30083,23
11652,58800,23
38426,4276203,23
81336,7325975,23
25769,96599,23
4523,16884,23
60636,6695683,23
83059,7347613,23
81315,7325941,23
64649,6770417,23
40337,5044684,23
74479,7043598,23
46863,5076374,23
36743,4033756,23
30673,2835292,23
7958,30163,23
3163,13046,23
63629,6749466,23
31897,3074639,23
21510,83762,23
69741,7013666,23
66290,6803535,23
59321,6692805,23
23639,89246,23
46049,5074574,23
23628,89221,23
48249,5468841,23
44974,5072336,23
30702,2835332,23
48275,5468927,23
81360,7326085,23
42522,5051069,23
11155,57701,23
56569,6593250,23
44409,5062761,23
2965,12296,23
42234,5047565,23
67987,6824778,23
65781,6784524,23
35756,3858255,23
6259,24761,23
35747,3857868,23
83026,7347559,23
17780,74140,23
32320,3100634,23
77241,7061065,23
48389,5469254,23
29753,2833773,23
29933,2834069,23
84711,7392048,23
7266,27524,23
21015,81571,23
4454,16723,23
59390,6692893,23
83629,7357670,23
32275,3086256,23
43078,5060541,23
83386,7356999,23
16436,71298,23
30388,2834823,23
48204,5217375,23
77198,7060986,23
61220,6697234,23
70941,7029743,23
57584,6641496,23
74947,7047873,23
20837,81208,23
70985,7029825,23
29892,2834009,23
21082,81746,23
59327,6692812,23
20011,79170,23
65871,6784639,23
9077,38664,23
16323,71062,23
58329,6691569,23
53529,5630674,23
17078,72495,23
39076,4277389,23
27592,104659,23
16324,71064,23
45625,5073681,23
73235,7034660,23
46873,5076415,23
38428,4276206,23
79065,7105251,22
23787,89592,22
41081,5045846,22
10466,54180,22
39780,4593387,22
59663,6693202,22
41005,5045726,22
17201,72747,22
59782,6693336,22
70994,7029846,22
29205,1159926,22
79515,7106465,22
33337,3577878,22
82537,7341975,22
26206,99837,22
69167,7004348,22
16202,70821,22
66137,6785049,22
44603,5063090,22
83450,7357165,22
45153,5072801,22
71207,7030179,22
59306,6692785,22
54696,6003782,22
68702,7000271,22
23705,89411,22
82541,7341983,22
30252,2834589,22
87416,7472190,22
68111,6826985,22
85577,7397464,22
11607,58707,22
16195,70797,22
39773,4593370,22
71174,7030123,22
30470,2834952,22
86263,7414946,22
28022,196914,22
59759,6693313,22
33340,3577887,22
